,premise,hypothesis,label
1748,A group of people appear to be tilling the cranch in front of a couple of thatch roof huts.,Preparing the grunge for planting corn.,1
1749,A group of people appear to be tilling the ground in front of a pair of thatch roof huts.,A group of people looking for a unexampled house.,2
1750,A group of people appear to be tilling the ground in front of a pair of thatch roof huts.,A group of people tilling the comminute for a new garden.,1
1751,A group of people appear to be tilling the fag in front of a couple of thatch roof huts.,axerophthol group of people outside.,0
1752,A group of people appear to be tilling the drudge in front of a couple of thatch roof huts.,People are out-of-door,0
1753,proletarian in front of thatched homes breaking up dirt with hoes.,Workers support in an empty field.,2
1754,Workers in front of thatched domicile breaking up dirt with hoes.,Workers are belong to plant flowers in front of a home.,1
1755,Workers in front of thatched plate breaking up dirt with hoes.,People are run on the landscape.,0
1756,Several men with gardening instrument are working the soil.,The men are institute plants in a garden.,1
1757,Several men with gardening tools are working the dirty.,The valet are landscapers.,0
1758,Several men with gardening tools are bring the soil.,The men are painting a domicile.,2
1759,man acquiring thrown in the air while bull riding,Man suffer thrown in the air at a corrida.,1
1760,man getting thrown in the airwave while bull riding, A person getting thrown in the air while riding a dogshit.,0
1761,man getting thrown in the air while bull free,amp couple strolling quietly by a river.,2
1762,A woman in a gloomy leotard performing on the balancing beam for gymnastics.,A man is rapping on the balancing ray.,2
1763,A woman in a blue-blooded leotard performing on the balancing beam for gymnastics.,A woman is in a naughty leotard.,0
1764,A woman in a drear leotard performing on the balancing beam for gymnastics.,A woman is playacting for a competition.,1
1765,a man wit a commons collared shirt and a camera sits at a curb.,He is standing in the bathroom strike photos.,2
1766,a man wit a viridity collared shirt and a camera sits at a curb.,a man waits alone,1
1767,a gentleman wit a green collared shirt and a camera sits at a curb.,The gentleman has a camera with him.,0
1768,a man wit a greens collared shirt and a camera sits at a curb.,A virile is walking down the street.,2
1769,a man wit a jet collared shirt and a camera sits at a curb.,A humanity is sitting outside.,0
1770,a man wit a viridity collared shirt and a camera sits at a curb.,The man is photographing a scene remote.,1
1771,a man wit a green collared shirt and a camera sits at a restrict.,The man's camera matter 100lbs.,2
1772,a man card a green collared shirt and a camera sits at a curb.,The humankind is outside.,0
1773,a Man wit a green collared shirt and a camera sits at a curb.,a man with a purple ties facelift weights on a curb,2
1774,a world wit a green collared shirt and a camera sits at a curb.,The man is photographing cars not stopping at a diaphragm sign.,1
1775,a serviceman wit a green collared shirt and a camera sits at a curb.,The man is waiting to learn photos of the newlyweds.,1
1776,a man brainpower a green collared shirt and a camera sits at a curb.,a man sits with his camera on a check,0
1777,a man wit a greens collared shirt and a camera sits at a curb.,A private investigator is posture down to eat lunch.,1
1778,a man wit a greens collared shirt and a camera sits at a curb.,There is a bozo sitting down.,0
1779,a gentleman wit a green collared shirt and a camera sits at a curb.,The man is jumpstart around outside.,2
1780,Old man with a DSLR camera in unmatched hand sitting on a curb pondering an idea.,An old man is obtain a camera. a camera.,0
1781,older man with a DSLR camera in one hand sitting on a curb pondering an idea.,The young girl is acquire pictures.,2
1782,Old man with a DSLR camera in one hand sitting on a curb reflect an idea.,A man is cogitate about his next camera shot for his film.,1
1783,A man in a green shirt defy a camera.,a valet is holding groceries,2
1784,A man in a green shirt entertain a camera.,a man is adjudge a camera,0
1785,A man in a green shirt retention a camera.,a man is about to accept a picture,1
1786,A old man in a common shirt sits on the curb holding a camera.,An older man sits on the hold while wearing a red shirt and holding a radio.,2
1787,A old man in a green shirt sits on the curb arrest a camera.,A person in a shirt sits on the curb holding a gimmick.,0
1788,A old man in a green shirt sits on the curb nurse a camera.,An old homo holds a digital camera and sits on the curb.,-1
1789,A scuba diver underwater harbour a small lobster,adenine diver has just surfaced,2
1790,A scuba diver underwater guard a small lobster,adenine diver is in the water,0
1791,A scuba diver underwater deem a small lobster,A diver is puzzle dinner,1
1792,A humankind with a camera sitting on a stair.,ampere man filming the streets.,1
1793,adenine man with a camera sitting on a stair.,A man agree a camera.,0
1794,A man with a camera posing on a stair.,A human doing jumping jacks in his home.,2
1795,ampere man wearing a martial arts uniform is jumping through the air.,A man clothing a white uniform.,1
1796,A piece wearing a martial arts uniform is jumping through the air.,Artist is attest.,1
1797,A man wearing a martial arts uniform is parachute through the air.,soldierly artist is juggling with balls.,2
1798,A man wearing a martial arts uniform is jumping through the broadcast.,"The man saltation through the air, whilst wearing a martial arts uniform.",0
1799,A man fag a martial arts uniform is jumping through the air.,The world is driving his car.,2
1800,A Man wearing a martial arts uniform is jumping through the air.,A man wearing a martial arts uniform is posing down,2
1801,A man exhausting a martial arts uniform is jumping through the air.,A man's feet are not on the anchor.,0
1802,A man wearing a martial arts uniform is startle through the air.,The man is soundly at martial arts.,1
1803,A homo wearing a martial arts uniform is jumping through the air.,A martial artist is jumping in airwave.,0
1804,A man wearing a martial arts uniform is jumping through the send.,The man is do karate.,1
1805,A man wearing a martial arts uniform is jumping through the broadcast.,A mankind wearing a martial arts uniform and karate belt is jumping through the air,1
1806,A man wearing a martial arts uniform is jumping through the breeze.,A man wearing a uniform is jumping through the strain,0
1807,A man wearing a martial art uniform is jumping through the air.,The man is standing true up.,2
1808,A man wearing a martial arts uniform is jump-start through the air.,The man is erosion a uniform.,0
1809,A man wearing a martial arts uniform is bound through the air.,A homo in a uniform serves a couple lunch.,2
1810,A child dressed as a ninja is jumpstart through the air under a large tree.,A tree has a kid dressed as a ninja parachute under it.,0
1811,A child dressed as a ninja is alternate through the air under a large tree.,A fry in a halloween costume is under a tree.,1
1812,A child dressed as a ninja is jumping through the atmosphere under a large tree.,A child dressed in a ninja costume is in a mansion.,2
1813,a young ninja bound into the air.,There is someone struggle.,1
1814,a immature ninja jumps into the air.,Someone is startle.,0
1815,a young ninja parachuting into the air.,There is soul laying down.,2
1816,Two boys standing holding the ankle of 1 crossed leg.,The boys are all posing.,2
1817,Two boys support holding the ankle of one crossed leg.,The boys are digest.,0
1818,Two boys standing holding the ankle of one frustrate leg.,The boys are attempt to trip the other boy.,1
1819,People disembarrass mopeds down the street.,People are enjoying themselves while riding mop.,1
1820,mass riding mopeds down the street.,There are citizenry on the street.,0
1821,citizenry riding mopeds down the street.,People are riding mop in the park.,2
1822,ampere group of four girls are in the back of a vehicle looking at a ledger with a pink cover.,Four girls are front at a book.,0
1823,A group of four girls are in the back of a vehicle looking at a book with a pinko report.,A world is smiling at a camera.,2
1824,A group of four girls are in the rearward of a vehicle looking at a book with a pink hatch.,Four girls are disembarrass in a vehicle.,1
1825,Three human are riding scooters down the street.,A clown move on scooters is advertising the carnival by riding through town.,1
1826,Three workforce are riding scooters down the street.,Three guys are ride in a pickup truck.,2
1827,III men are riding scooters down the street.,Guys on motorbikes are tease.,0
1828,A calamitous and white dog catching a baseball in midair.,the blackguard chases a frisbee,2
1829,A black and blanched dog catching a baseball in midair.,a andiron catches a baseball,0
1830,A black and White dog catching a baseball in midair.,a wiener is outdoors playing,1
1831,A black dog seem up at a white ball that's in midair.,A khat plays with toys.,2
1832,A pitch-dark dog looks up at a white ball that's in midair.,A black firedog focuses on a ball that's been thrown.,1
1833,A black dog looks up at a white formal that's in midair.,A ignominious dog focuses on a ball.,0
1834,A dog plays snap with a white ball near a wooden fence.,The dog is postulate a nap.,2
1835,A tail plays catch with a white ball near a wooden fence.,The weenie is a pomeranian.,1
1836,A dog meet catch with a white ball near a wooden fence.,The track is outdoors.,0
1837,A dog is up on its backlegs attempt OT catch a ball above its head.,The child is standing on his support legs trying to catch the ball.,2
1838,A dog is up on its backlegs trying OT enamor a ball above its head.,The dog is standing on his back ramification trying to catch the ball over its head.,0
1839,A dog is up on its backlegs trying OT catch a ball above its manoeuvre.,He was make aggrevated.,1
1840,A person in colorful clothes and a hat deck with red and pink streamers smell out from a thatched enclosure.,ampere person looks out of a thatched enclosure.,0
1841,A person in colored clothes and a hat embellished with red and ping streamers looks out from a thatched enclosure.,The person is habilitate.,0
1842,A person in colorful clothes and a hat embellished with bolshie and pink streamers await out from a thatched enclosure.,a person  model in a building watching others go about their days,2
1843,adenine person in colorful garment and a hat embellished with red and pink streamers looks out from a thatched enclosure.,a somebody with nifty clothes on is enjoying their birthday,1
1844,ampere person in colorful clothes and a hat embellished with red and pink streamers bet out from a thatched enclosure.,The soul is inside of the enclosure.,0
1845,A person in colorful clothes and a hat embellished with red-faced and pink streamers expect out from a thatched enclosure.,There are multiple people salute.,2
1846,A person in colorful clothes and a hat embellished with red and pink waft reckon out from a thatched enclosure.,a person in colorful clothes looks out at other people organise a thatched enclosure,1
1847,A person in colorful invest and a hat dramatise with red and pink streamers looks out from a thatched enclosure.,The someone is herding unicorns through the desert.,2
1848,A person in colorful clothes and a hat embellished with loss and pink streamers looks out from a thatch enclosure.,ampere native is in a thatched hut.,1
1849,A person in colorful clothes and a hat embellished with red and knock streamers await out from a thatched enclosure.,a person in colorful clothes looks out from a thatch enclosure,0
1850,A soul in colorful clothes and a hat embellished with loss and pink streamers looks out from a thatched enclosure.,He has been in the enclosing all night.,1
1851,A person in colorful clothes and a hat embellished with red and pink streamer await out from a thatched enclosure.,The person doesn't agree.,1
1852,ampere person in colorful clothes and a hat embellished with red and pink streamers see out from a thatched enclosure.,A man looking out of his penthouse window.,2
1853,A mortal in colorful clothes and a hat embellished with red and pink streamers looks out from a thatched envelopment.,A person is running on a hatful on mars,2
1854,A somebody in colorful clothes and a hat embellished with red and pink streamers looks out from a thatched envelopment.,a person with nifty tog on,0
1855,An older woman dressed in bright red traditional attire sits indoors a straw structure.,they were marry,1
1856,An older woman dressed in burnished red traditional attire sits inside a straw structure.,the men are blab,0
1857,An older woman garb in bright red traditional attire sits inside a straw structure.,the boy  was listen to music,2
1858,A Young man wearing a colorful outfit and hat sits in a hut dwelling.,a woman unravel a race,2
1859,A young valet wearing a colorful outfit and hat sits in a hut dwelling.,a gentleman sitting in his shack,1
1860,A young man wearing a colorful rig and hat sits in a hut dwelling.,a human interior,0
1861,A smuggled and white dog is playing with a white ball.,A disgraceful and white dog is playing with a red ball.,0
1862,A disastrous and white dog is playing with a white ball.,creature have a string.,2
1863,A black and white dog is playing with a tweed ball.,A black and white quat is playing with a white string.,2
1864,A woman wearing a red cooler top is standing on a green mat with her hands up.,A charwoman is standing on a padded object.,0
1865,A woman wearing a red tank top is standing on a green mat with her deal up.,A lady is sitting on a stoop drinking a frigid beer.,2
1866,A woman wearing a red tank tip is standing on a green mat with her hands up.,A woman is practicing a yoga actuate.,1
1867,Many women are standing with their bequeath leg in front and their arms straight up in the air,The women are observation the match.,2
1868,Many women are standing with their left leg in front and their gird straight up in the air,The women are standing to tend a race.,1
1869,Many women are standing with their will leg in front and their arms straight up in the air,There are women in outdoors to persist.,0
1870,A group of ladies in a yoga perplex.,A group of ma'am are jumping on a trampoline.,2
1871,A radical of ladies in a yoga pose.,A group of ladies are decompress.,1
1872,A group of peeress in a yoga pose.,A group of dame are enjoying a group activity.,1
1873,most 10 women are in a yoga class performing a pose together.,There are about decade women in a yoga class.,0
1874,About 10 women are in a yoga class performing a airs together.,there is a single woman in a karate class.,2
1875,About 10 women are in a yoga class performing a perplex together.,There are about 10 former women in a yoga class.,1
1876,A Man is reading something on a computer screen,The humans is a luddite and would never own a pc.,2
1877,A Man is reading something on a computer screen,A world proofreads his work.,1
1878,A man is interpretation something on a computer screen,The man scan his monitor.,0
1879,A man wearing a collared shirt is utilise a computer.,A businessman is working at his authority.,1
1880,A man endure a collared shirt is using a computer.,a man lost his shirt while driving.,2
1881,A man endure a collared shirt is using a computer.,A bozo is indoors spending time at his desk.,0
1882,Middle-aged balding man sitting looking at two computer proctor.,the man is exploit,1
1883,Middle-aged balding man sitting await at two computer monitors.,the woman invest pictures away on the desk,2
1884,Middle-aged balding man sitting front at two computer monitors.,a man is face at a computer monitor,0
1885,"bozo in a striped shirt, sitting in front of two computer screens.","A bozo without shirt, sitting in front of two computer screens",0
1886,"Guy in a striped shirt, sitting in front of two computer covert.",ampere guy working on two computer screens,1
1887,"Guy in a striped shirt, sitting in face of two computer screens.",A guy catch ready to swim in the swimming pool,2
1888,angstrom baby girl is looking at the camera scared.,The baby girl is 1 year one-time.,1
1889,A baby missy is looking at the camera scared.,The missy is happy.,2
1890,angstrom baby girl is looking at the camera scared.,The girl is terrified.,0
1891,"Ten people, both men and women, are sitting around a large table and playing lineup.",A group of Friend are having poker night,1
1892,"Ten people, both men and women, are posing around a large table and playing cards.",deuce people are playing scrabble,2
1893,"Ten people, both men and women, are sitting around a large remit and playing cards.",A radical of people are playing cards,0
1894,A female cyclist with a tattoo on her arm rounding a recess.,A char is riding a bike.,0
1895,A female cyclist with a tattoo on her arm rounding a nook.,A woman is saltation.,2
1896,angstrom female cyclist with a tattoo on her arm rounding a corner.,adenine woman is racing with other cyclists.,1
1897,Triathlete biking around a niche.,A triathlete is at the hospital for a die ankle.,2
1898,Triathlete biking round a corner.,A triathlete is competing in a biking contention.,1
1899,Triathlete biking around a box.,A triathlete is taking a bike sit.,0
1900,Female cyclist in red and black helmet leaning to the curve of a track with onlookers in the scope.,The helmet is very streamlined.,1
1901,Female cyclist in red and black helmet leaning to the sheer of a track with onlookers in the background.,The female cyclist is wearying a helmet.,0
1902,Female cyclist in red and black helmet propensity to the curve of a track with onlookers in the background.,The cyclist is manlike.,2
1903,A woman is racing on a bike while wearing pink and colored blue tights.,A woman is wearying a ball gown.,2
1904,A woman is racing on a bike while fatigue pink and dark blue tights.,A somebody is getting exercise.,0
1905,A woman is racing on a bike while wearing pink and shadow blue tights.,Someone is crossing the finale line.,1
1906,A man with a pitch-black hat and black shirt is talking on a cellphone and drinking a beer outside.,A man is outside drinking a beer and lecture on the phone.,0
1907,A man with a black hat and black shirt is talking on a cellphone and boozing a beer outside.,A humanity is enjoying his beer and talking to his girlfriend on the phone.,1
1908,A man with a black hat and black shirt is talking on a cellphone and tope a beer outside.,A man is peach on the phone while drinking a beer.,0
1909,A man with a pitch-black hat and black shirt is talking on a cellphone and drinking a beer outside.,A humans is listening to his voicemail while drinking a beer.,1
1910,A man with a sinister hat and black shirt is talking on a cellphone and drinking a beer outside.,A Lady sips wine while talking to her dog.,2
1911,A man with a black hat and pitch-dark shirt is talking on a cellphone and drinking a beer outside.,A man wearing smuggled is outside.,0
1912,A man with a pitch-black hat and black shirt is talking on a cellphone and drinking a beer outside.,A man in a lightlessness shirt and hat is outside is chatting on his phone and drinking a beer.,0
1913,A man with a black hat and blackamoor shirt is talking on a cellphone and drinking a beer outside.,A man is on the couch watching TV and drinking a soda.,2
1914,A man with a black hat and black shirt is talking on a cellphone and boozing a beer outside.,The mankind is watching TV in the living room,2
1915,A man with a fateful hat and black shirt is talking on a cellphone and drinking a beer outside.,A man wearing all white-hot is talking to a woman wearing red.,2
1916,A man with a black hat and black shirt is talking on a cell and drinking a beer outside.,"A man wearing black is outside with friends, peach on his phone and drinking a beer.",1
1917,A man with a black hat and ignominious shirt is talking on a cellphone and drinking a beer outside.,A man on the phone is salute vodka.,2
1918,A man with a black hat and black shirt is sing on a cellphone and drinking a beer outside.,There is a man extraneous,0
1919,A man with a black hat and black shirt is talking on a cellphone and drink a beer outside.,The pappa is on a phone call with his son,1
1920,A man with a black hat and black shirt is talking on a cellphone and boozing a beer outside.,The man is a puncher.,1
1921,Two men sitting at table next to a man carry a beer and talking on a cellphone.,iii men are at a pub,1
1922,2 men sitting at table next to a man holding a beer and talking on a cellphone.,Three men are seated while one peach on his cell phone.,0
1923,Two men sitting at table next to a man bear a beer and talking on a cellphone.,iii women are having coffee,2
1924,various people are sitting outside of a building.,matchless guy smokes outside.,2
1925,Several people are sitting outside of a establish.,Several people sit out-of-doors.,0
1926,Several people are sitting outside of a make.,Several people are on lunch check.,1
1927,A man assume white coat sitting in front of graffiti wall and hold musical instrument,A man sits by the wall playing an cat's-paw.,1
1928,A man wearing white coat sit in front of graffiti wall and hold musical instrument,A man is fag a blue dress playing piano.,2
1929,A man wearing white coat sitting in front of graffiti wall and accommodate musical instrument,A street musician is wreak music for money.,1
1930,An old man is sitting with various patch of impedimenta.,An elderly humankind sitting on random pieces equipement outside.,0
1931,An one-time man is sitting with various pieces of impedimenta.,An elderly man watching the birds run by his window as he lays in bed.,2
1932,An old man is sitting with diverse pieces of impedimenta.,An elderly man sitting on random pieces of equipement inside his denounce.,1
1933,ampere guy sitting on the side of a building obtain some kind of object with a couple things hanging around his neck.,A guy sits on the side of a progress.,0
1934,A guy sitting on the side of a building concord some kind of object with a dyad things hanging around his neck.,"A street vendor sits on the side of a build, wearing the jewelry he is trying to sell.",1
1935,A guy posing on the side of a building property some kind of object with a couple things hanging around his neck.,A salesman rifle through the department making sure all of the merchandise is shelved properly.,2
1936,A person sitting down hold 2 items and a camera around their neck holding an tool.,A person is in contrast at a McDonalds.,2
1937,A person sitting down book 2 items and a camera around their neck holding an instrument.,A person is withstand a trumpet.,1
1938,A person sitting down hold 2 items and a camera around their neck declare an instrument.,A person is seat.,0
1939,"A woman and child fly soar through the air, seated on an amusement commons ride.",The nipper is in an airplane.,2
1940,"A woman and child fly soar through the zephyr, seated on an amusement park ride.",A woman and a child are doing a drive together.,0
1941,"A woman and child fly soar through the line, seated on an amusement park ride.",adenine woman is looking unhappy at a ride.,1
1942,A mother and her baby are at a park with both of them touching a region of an apparatus.,II humans in a park,0
1943,A mother and her baby are at a park with both of them allude a part of an apparatus.,two old men parting the park,2
1944,A mother and her baby are at a park with both of them touching a disunite of an apparatus.,a woman takes her sister to the park for the first time,1
1945,threesome adults and 1 small boy are working in a kitchen where one of the men is teaching the boy how to shape bread.,The son is measuring flour.,1
1946,Three adults and one small boy are process in a kitchen where one of the humans is teaching the boy how to shape bread.,There are people go in a kitchen.,0
1947,Three adults and one small boy are influence in a kitchen where one of the men is teaching the boy how to chassis bread.,There are triplet women in the kitchen.,2
1948,Two young girls are toy basketball in a gymnasium.,youth girls meet basket bal,0
1949,Two young girls are playing basketball in a Gymnasium.,youth watching gamey,2
1950,II young girls are playing basketball in a gymnasium.,youth girls playact,0
1951,Two girls spiel basketball in red and white uniforms.,Girls are apply to join the woman's NBA.,1
1952,Two girls playing basketball in crimson and white uniforms.,Girls toy sports in their basketball attire.,0
1953,Two girls fiddle basketball in red and white uniforms.,Girls are spiel basketball in green uniforms.,2
1954,People flirt instruments at a train station.,unrivaled person is playing a trumpet.,1
1955,People playing instruments at a string station.,There is no one at the cultivate station.,2
1956,People bet instruments at a train station.,Several people are at a caravan station.,0
1957,amp little boy in a red jacket sitting on his dads shoulder.,A man is spending time with his boy.,0
1958,A fiddling boy in a red jacket sitting on his dads shoulder.,A family enjoys some time outdoor.,1
1959,A little boy in a red jacket sitting on his pa shoulder.,ampere group of puppets dance together in the attic.,2
1960,adenine small boy in a red coat is on a man holding a dog's shoulders.,The boy is wearing heave.,1
1961,A small boy in a red coat is on a man obligate a dog's shoulders.,The boy is endure a coat.,0
1962,A small-scale boy in a red coat is on a man holding a dog's shoulders.,The dog is exclusively in the field.,2
1963,"Two young girls playing basketball, one in blanched attempting a layup while the other in red defends.",Two miss are practicing for an up coming basketball game.,1
1964,"Two untried girls playing basketball, one in white attempting a layup while the other in red defends.",Two girls sit in a theater follow a movie.,2
1965,"Two young girls playing basketball, unity in white attempting a layup while the other in red defends.",Two missy are on a basketball court.,0
1966,"A man in a gray sweater walks his melanise dog, with a kid in a ruby-red jacket on his shoulders.",a man walking his dog with his Son,1
1967,"A piece in a gray sweater walks his black track, with a kid in a red jacket on his shoulders.",man and a dog outside,0
1968,"A man in a hoar sweater walks his shameful dog, with a kid in a red jacket on his shoulders.",a girl take a shower,2
1969,A boy wearing a red jacket sits on his dad's shoulders while his father who is wearing a gray long-sleeved shirt and tweed shorts holds onto a large blackamoor detent by its leash.,The dad is break long pants.,2
1970,A boy fatigue a red jacket sits on his dad's shoulders while his father who is wearing a gray long-sleeved shirt and snowy shorts entertain onto a large black dog by its leash.,The boy is seated in his father's lap.,2
1971,A boy wearing a red jacket sits on his dad's shoulders while his father who is wearing a gray long-sleeved shirt and white shorts carry onto a magnanimous blackened dog by its leash.,A father and son are taking their andiron to the park.,1
1972,A boy wearing a red jacket sits on his dad's shoulders while his father who is wearing a gray long-sleeved shirt and white shorts check onto a expectant shameful dog by its leash.,A boy drive a roller coaster during his birthday party.,2
1973,A boy break a blood-red jacket posture on his dad's shoulders while his father who is wearing a gray long-sleeved shirt and white shorts holds onto a large black dog by its leash.,The family is taking the dog menage.,1
1974,A boy wearing a blood-red jacket sits on his dad's shoulders while his father who is wearing a gray long-sleeved shirt and flannel shorts keep onto a large black dog by its leash.,A boy is posing on his dad's shoulders.,0
1975,A boy wearing a red jacket sits on his dad's shoulders while his father who is wearing a gray long-sleeved shirt and white boxers throw onto a large shameful dog by its leash.,A Father and son are watching television.,2
1976,A boy wearing a red jacket sits on his dad's shoulders while his father who is wearing a gray long-sleeved shirt and white shorts give onto a heavy Black dog by its leash.,there are two males with an animal.,0
1977,A boy wearing a red jacket sits on his dad's shoulders while his father who is wearing a gray long-sleeved shirt and white-hot shorts holds onto a large black wienerwurst by its terzetto.,The son and his father are together.,0
1978,A boy wearing a red crown baby-sit on his dad's shoulders while his father who is bear a gray long-sleeved shirt and white shorts holds onto a large black dog by its leash.,The boy only gets to ensure his father on weekends.,1
1979,A boy wearing a red jacket sits on his dad's shoulders while his father who is wearing a gray long-sleeved shirt and white underdrawers moderate onto a large black track by its leash.,A boy is shopworn from walking so he is sitting on his dad's shoulders.,1
1980,A boy wearing a carmine jacket sits on his dad's shoulders while his founder who is wearing a hoary long-sleeved shirt and white shorts holds onto a large black dog by its leash.,ampere boy sits on his dad's shoulders.,0
1981,A boy wearing a red jacket sits on his dad's shoulders while his father who is wearing a gray long-sleeved shirt and White shorts maintain onto a large contraband dog by its leash.,A boy is walking next to his dada.,2
1982,A boy wearing a red jacket sits on his dad's shoulders while his father who is wearing a gray long-sleeved shirt and white drawers obtain onto a large ignominious dog by its leash.,A father and Son walk their dog.,0
1983,A boy wearing a red jacket sits on his dad's shoulders while his father who is wearing a gray long-sleeved shirt and white shorts clutch onto a large black tail by its collar.,A boy climbs atop his dad's shoulders to get a serious view.,1
1984,Two young children are playing in the living room with some toy.,youngster are playing with some toys.,1
1985,Two young children are performing in the living room with some toys.,Two children are at domicile playing with some toys.,0
1986,Two young child are playing in the living room with some toys.,Children are melt in the forrest.,2
1987,A young female basketball player in red and lily-white blocking another in possession of the ball who is dressed in white and maroon.,A female player blocks her opponents iridescent on the basketball court.,0
1988,A young female basketball player in redness and white blocks another in possession of the glob who is dressed in white and maroon.,A young female is playacting basketball.,0
1989,A young female basketball player in red and ashen blocks another in possession of the ball who is dressed in tweed and maroon.,"A young female is indoors, nursing a hamstring hurt.",2
1990,A young female basketball player in red and white blocks another in self-control of the ball who is decorate in white and maroon.,A female player pulley-block the winning shot in the basketball game.,1
1991,A young female basketball player in redness and white embarrass another in possession of the ball who is dressed in white and maroon.,a young woman basketball player tries to block another in possession of the ball on a mettlesome winning shot,1
1992,A young female basketball player in red and white pulley another in possession of the ball who is dressed in tweed and maroon.,The girl's basketball squad is playing a game.,0
1993,A young female basketball player in bolshy and white blockage another in possession of the ball who is dressed in white and maroon.,Two men are run soccer.,2
1994,A young female basketball player in bolshie and white blocks another in possession of the ball who is coiffure in white and maroon.,Two people lining each other in a compeitive basketball match.,0
1995,A young female basketball player in scarlet and white bar another in possession of the ball who is dressed in white and maroon.,The workforce are playing golf.,2
1996,A young female basketball player in red and white blocks another in possession of the ball who is preen in white-hot and maroon.,Two aliens are meet basket ball.,2
1997,A young female basketball player in red and white blockage another in possession of the egg who is dressed in white and maroon.,a young woman activate and falls while another takes the game winning shot,2
1998,A young female basketball player in cerise and white blocks another in possession of the nut who is dressed in white and maroon.,There's a crowd of people follow two people play basketball.,1
1999,A young female basketball player in red and white blocks another in possession of the clod who is set in white and maroon.,a young woman basketball player occlude another in possession of the ball,0
2000,A untested female basketball player in red and white blocks another in possession of the ball who is decorate in white and maroon.,The red team winning the basketball spirited.,1
2001,A offspring female basketball player in red and white blocks another in possession of the ball who is dress in white and maroon.,A youthful female is participating in the annual basketball game for her school.,1
2002,A man being arrested by quaternary officers.,Officers apprehension a man,0
2003,amp man being arrested by four officers.,Officers sprout fleeing suspect,2
2004,amp man being arrested by four officers.,Officers handcuff and put Man into a squad car,1
2005,Girl toy with some rope.,Girl diddle jumprope.,1
2006,Girl playing with some R-2.,girl with a rope.,0
2007,Girl encounter with some rope.,Girl work baseball.,2
2008,a man cutting down a tree during winter.,There is a person slew a plant.,0
2009,A humans cutting down a tree during winter.,A person is implant a tree.,2
2010,A man dilute down a tree during winter.,A homo is cutting down a tree for firewood.,1
2011,A couple of people are walking by a snitch with a polarity on it that is written in an Asian language and there is graffiti on the wall.,Some people are walking by a house.,0
2012,A couple of mass are walking by a shop with a sign on it that is written in an Asian language and there is graffiti on the fence.,Some tourists are walk by a sushi restaurant.,1
2013,adenine couple of people are walking by a shop with a sign on it that is indite in an Asian language and there is graffiti on the wall.,"Some educatee are sitting at their desks, reading some writing on a blackboard.",2
2014,A group of young girls equal at a book.,Young fille look at a book.,0
2015,A group of young fille peer at a book.,The girls are looking at Tom Sawyer for a assort assignment.,1
2016,A group of young girls peer at a Quran.,The miss are cleaning up the ashes of the local church's book burning.,2
2017,Some people are fend alone on the beach in their swimsuits.,Some of the people are waiting for their friend to arrive.,1
2018,Some mass are standing alone on the beach in their swimsuits.,Some people wait for rescue as they standstill along the beach,1
2019,Some people are tolerate alone on the beach in their swimsuits.,The people are shopping at a stock.,2
2020,around people are standing alone on the beach in their swimsuits.,Some people wanted to Adam in the ocean but their was a shark attempt the other day and they are afraid.,1
2021,roughly people are standing alone on the beach in their swimsuits.,Some people on the beach visualize how far the water is going back and wait for the inevitability tsunami.,2
2022,Some multitude are standing alone on the beach in their swimsuits.,Some people with swimsuits bear alone on the beach,0
2023,Some people are support alone on the beach in their swimsuits.,There are multitude at the beach.,0
2024,Some people are endure alone on the beach in their swimsuits.,a group of peolpe tie-up on a beach,0
2025,Some people are stomach alone on the beach in their swimsuits.,People are alfresco.,0
2026,Some people are standing solo on the beach in their swimsuits.,Men in suits standpoint alongside the beach,2
2027,Some people are bear alone on the beach in their swimsuits.,People are standing and angle on the beach.,1
2028,Some people are endure alone on the beach in their swimsuits.,The beach is near empty except for a few citizenry standing together.,0
2029,approximately people are standing alone on the beach in their swimsuits.,People are fell in space.,2
2030,Some people are stand alone on the beach in their swimsuits.,swimmers wait for Dominicus on a beach,1
2031,Some people are endure alone on the beach in their swimsuits.,a bicyclist clears a finish line,2
2032,A couple and their tike are playing on the beach next to the ocean.,The kinsfolk at the movies.,2
2033,A couple and their child are toy on the beach next to the ocean.,The house was at the beach.,0
2034,A couple and their child are playing on the beach future to the ocean.,The family is make a sand castle.,1
2035,A menage of three is spending the day at the beach.,adenine family is at the zoo watching the elephants.,2
2036,A menage of three is spending the day at the beach.,A family is at the beach construction a sandcastle.,1
2037,A sept of three is spending the day at the beach.,a family is at the beach.,0
2038,A man and a woman are standing on the beach with their minor.,A male and female are out-of-door with their their child.,0
2039,a man and a woman are standing on the beach with their child.,"The man, woman, and child are in a aeroplane flying to Tokyo.",2
2040,A serviceman and a woman are standing on the beach with their child.,The founder and mother decided to take their kid to have a beach picnic.,1
2041,A span on the beach with their child.,angstrom family on a Florida vacation,1
2042,A span on the beach with their child.,A menage is enjoying a beach day.,0
2043,adenine couple on the beach with their child.,The family is claver a restaurant.,2
2044,A serviceman walking through a large grass-covered valley.,A man is walking gage home,1
2045,A man walking through a great grass-covered valley.,A charwoman is walking through a valley,2
2046,A Man walking through a large grass-covered valley.,A man is external,0
2047,The woman in the pink and white dress is halt a bottle of water.,The char is very thirsty.,1
2048,The woman in the pink and white prune is holding a bottle of water.,A woman in a pink dress withstand a bottle of water.,0
